Gender,Race,Event Type,Date,Comments
M,4,Leaving class without permission,2/7/2022,"student asked to use the RR and to get a mask, I told him he need to do those things between class changes, I told him I had a mask for him, he kept insisting  I send him to his AP and refused to come into the classroom"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/8/2021,"Student was on his phone with his head phoones in after the bell rang and daily reminder to put them away. 2nd incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,1/25/2022,"Reminded student several times to take his hood down and put his cell phones and head phones away.

__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Leaving class without permission,9/15/2021,"Walked out of class, 1st offense"
M,4,Talking out in class,9/20/2021,"Defiance of teacher directions, talking back, disrespect."
M,4,Leaving class without permission,10/6/2021,Student walked out of class without permission.
M,4,Non-attendance to class/cutting class,10/18/2021,"Student left class (with permission) to use restroom around 12:50, but never returned."
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/14/2021,"__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

phoen out texting mother"
M,4,Dress Code Violation,10/27/2021,Too many times in one day - hood.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
M,4,Harassment/Harassing Communication toward staff,11/10/2021,"Student was sent to the office for wearing his hood. Student has been given numerous warnings daily to take/keep his hood down. While in the office on ISAP lunch, student put his hood back up, was on his phone continuously, had his earbuds in, walked around the office singing because his earbuds were in, and snapped his fingers to get the office clerk's attention. When the AP came to the office he immediately started telling her what she better hurry up and do and that he wasn't going to go down to ISAP. When she said that he needed to stop talking like that and that he needed to go ahead and call to go home since he wasn't going to go to ISAP, he started yelling and cursing and breathing very heavy. He got aggressive at the door of the AP's office, calling her the N word and demanding she get his mom on the phone because ""you are capping"". He paced angrily outside the door until mom was contacted and refused to go wait in the lobby. "
M,4,Non-attendance to class/cutting class,8/18/2021,cut 7th period 8-13 and 8-18
M,4,Non-attendance to class/cutting class,10/18/2021,Cut 7th
M,4,Non-attendance to class/cutting class,11/5/2021,cutting
M,4,Non-attendance to class/cutting class,11/19/2021,cut 2 periods
M,4,Non-attendance to class/cutting class,12/16/2021,Cutting 5th period - in lunch twice
M,4,Unexcused Tardiness to Class,2/14/2022,Too many tardies
M,4,Use/Possession of Tobacco/Alternative nicotine/vapor products,1/31/2022,Vape on him
M,4,Inappropriate Use of District or School Technology,11/3/2021,Student was playing computer games.  Redirected several times to complete spreadsheet and to log into GC and open slides.
M,4,Talking out in class,9/24/2021,"not following directions, singing and dancing in hallway"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/17/2021,1st __ incident for cellphone.  Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,2/17/2022,"Student off task with phone and headphones/earbuds in use.  Redirected, student playing tetris video game, redirected.  Student refused to follow instruction.
Student sent to AP office.
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Leaving class without permission,12/15/2021,Student asked to use the restroom and was told no since he is on the no fly list.  He kept asking getting the same response.  He walked out of class.
M,4,Leaving class without permission,2/7/2022,"student asked to use the RR and to get a mask, I told him he need to do those things between class changes, I told him I had a mask for him, he kept insisting  I send him to his AP and refused to come into the classroom"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/8/2021,"Student was on his phone with his head phoones in after the bell rang and daily reminder to put them away. 2nd incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,1/25/2022,"Reminded student several times to take his hood down and put his cell phones and head phones away.

__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Leaving class without permission,9/15/2021,"Walked out of class, 1st offense"
M,4,Talking out in class,9/20/2021,"Defiance of teacher directions, talking back, disrespect."
M,4,Leaving class without permission,10/6/2021,Student walked out of class without permission.
M,4,Non-attendance to class/cutting class,10/18/2021,"Student left class (with permission) to use restroom around 12:50, but never returned."
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/14/2021,"__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

phoen out texting mother"
M,4,Dress Code Violation,10/27/2021,Too many times in one day - hood.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
M,4,Harassment/Harassing Communication toward staff,11/10/2021,"Student was sent to the office for wearing his hood. Student has been given numerous warnings daily to take/keep his hood down. While in the office on ISAP lunch, student put his hood back up, was on his phone continuously, had his earbuds in, walked around the office singing because his earbuds were in, and snapped his fingers to get the office clerk's attention. When the AP came to the office he immediately started telling her what she better hurry up and do and that he wasn't going to go down to ISAP. When she said that he needed to stop talking like that and that he needed to go ahead and call to go home since he wasn't going to go to ISAP, he started yelling and cursing and breathing very heavy. He got aggressive at the door of the AP's office, calling her the N word and demanding she get his mom on the phone because ""you are capping"". He paced angrily outside the door until mom was contacted and refused to go wait in the lobby. "
